	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
New.ReferenceOTU7809	48	2	24	0	28	0	0	1	1	0	0	0	0	0	5	1	0	0	0	0
681357	0	0	2	21	0	5	3	1	20	3	3	8	27	11	0	1	0	1	1	2
New.ReferenceOTU48228	0	0	1	2	0	15	13	13	10	8	13	2	3	2	14	5	0	0	2	6
1708706	10	27	14	8	10	3	2	2	0	1	4	1	2	0	11	1	2	4	3	3
New.ReferenceOTU15330	0	0	0	9	7	23	6	9	4	13	16	1	0	8	3	0	2	1	6	0
4364744	21	1	23	2	48	0	0	1	0	0	0	0	0	0	3	9	0	0	0	0
New.ReferenceOTU54416	14	0	19	4	30	3	1	1	0	1	2	0	0	0	4	18	1	1	3	5
873972	1	0	5	0	0	0	12	3	16	4	3	0	1	13	1	10	27	7	2	2
4353038	0	0	0	13	0	7	13	7	0	20	1	0	0	0	2	8	0	0	7	29
305809	1	0	0	12	2	11	13	3	3	4	12	4	10	15	1	1	8	2	4	0
New.ReferenceOTU21561	10	7	17	4	5	5	2	0	1	0	1	2	3	0	30	4	10	3	2	0
367523	0	0	0	1	0	3	3	3	6	2	8	5	9	5	4	11	0	17	5	24
2489145	12	9	26	6	6	6	0	3	9	2	6	0	1	7	0	1	2	1	4	4
436550	6	18	4	3	5	5	3	2	3	2	4	5	3	2	9	0	13	0	9	8
93726	0	0	0	6	1	7	2	2	7	1	3	2	1	15	1	2	4	3	24	23
New.ReferenceOTU44856	10	0	13	0	39	1	0	0	0	0	1	0	0	1	14	9	0	3	7	6
New.ReferenceOTU11893	1	69	0	0	0	2	0	0	3	0	1	1	0	1	0	0	16	4	1	5
1131789	1	6	1	14	1	8	4	10	7	1	1	10	8	7	3	6	4	3	3	5
1092833	0	0	0	0	1	0	0	0	0	0	1	0	16	2	1	1	8	14	0	59
4351338	0	0	1	4	7	4	1	0	1	0	2	2	1	2	9	37	18	9	2	3
849585	1	0	0	6	1	5	11	12	4	13	6	0	0	0	3	35	0	1	3	2
4337739	0	0	1	0	0	3	7	7	5	9	12	15	12	5	3	9	1	3	3	8
New.ReferenceOTU55447	49	2	27	0	19	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0
1126763	8	5	13	7	8	6	4	4	12	2	4	2	2	0	11	6	2	2	1	3
New.ReferenceOTU51631	0	2	11	1	2	0	1	3	7	5	18	1	0	3	16	0	12	5	10	5
New.ReferenceOTU48356	0	0	0	5	0	55	10	11	8	2	2	1	0	3	0	0	1	0	0	4
New.ReferenceOTU52794	0	0	1	2	1	2	3	5	1	5	6	7	18	34	1	7	0	5	1	3
269386	33	13	30	2	15	1	0	0	0	0	1	0	1	0	4	0	0	0	2	0
New.ReferenceOTU48162	0	0	0	0	0	3	5	8	1	7	2	64	8	2	0	1	0	1	0	0
579129	0	1	0	1	0	0	2	1	1	0	2	11	3	5	11	45	0	1	15	2
New.ReferenceOTU35136	0	0	1	0	0	2	0	4	16	1	6	0	2	3	5	0	9	3	25	24
1148224	0	0	1	9	1	27	9	8	1	2	4	3	2	1	7	3	6	6	7	4
New.ReferenceOTU39783	8	8	15	2	25	1	1	0	3	0	1	0	1	0	12	2	0	7	10	5
New.ReferenceOTU1701	26	2	20	1	43	0	0	0	0	0	1	0	1	0	5	1	0	0	0	1
New.ReferenceOTU5615	0	0	3	2	4	4	0	1	5	2	14	1	7	6	10	3	10	6	16	7
New.ReferenceOTU37748	0	0	0	4	1	11	7	5	3	1	8	5	21	28	0	4	0	2	1	0
655141	0	1	1	7	0	7	13	35	18	5	4	1	0	0	6	1	0	0	0	1
New.ReferenceOTU49134	3	0	10	6	14	5	3	0	1	2	0	1	1	0	27	11	8	3	3	2
294885	32	2	34	4	19	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0
216823	0	0	0	5	0	1	1	4	0	1	2	0	0	0	2	2	10	5	26	41
1574901	0	2	0	1	0	0	0	0	2	0	0	2	9	1	3	33	23	18	0	5
224825	1	7	1	5	0	6	9	11	15	3	3	1	0	1	10	0	1	3	14	8
New.ReferenceOTU6282	0	0	0	8	1	8	14	9	5	7	7	8	14	3	3	0	0	3	9	0
1106617	0	0	0	3	0	11	4	1	7	2	11	3	14	7	6	1	15	7	6	1
143020	0	0	0	3	0	3	1	11	8	33	24	0	0	6	0	1	0	3	5	0
246450	3	2	13	1	12	3	0	8	7	4	10	1	1	0	9	3	0	0	16	5
17198	0	1	0	4	0	2	4	4	20	5	4	4	4	16	9	0	1	1	19	0
New.ReferenceOTU41555	0	0	0	8	0	12	9	13	9	9	7	10	4	3	6	1	0	2	3	2
New.ReferenceOTU28536	0	0	0	0	1	1	0	1	0	0	1	0	0	0	18	6	53	14	3	0
287558	39	0	14	4	24	1	0	0	0	0	1	1	0	0	7	4	0	1	1	0
341322	20	4	17	2	35	1	0	0	1	0	0	0	0	2	11	1	0	0	0	3
New.ReferenceOTU32184	0	0	0	0	0	3	1	2	3	1	0	3	2	4	5	3	0	0	68	2
2174311	1	0	2	3	0	11	5	8	4	2	11	2	16	6	5	0	8	6	7	0
4395040	0	1	0	7	0	3	6	25	11	10	6	5	0	0	18	1	0	1	1	1
839270	48	6	11	2	6	0	0	0	3	0	1	0	0	0	4	2	0	0	4	9
1133774	0	0	0	8	1	6	9	16	2	19	5	16	10	3	0	0	0	0	0	1
New.ReferenceOTU43405	2	0	5	5	5	4	0	4	3	5	3	0	5	9	4	27	3	6	4	2
New.ReferenceOTU19192	1	1	11	2	2	1	0	1	5	0	12	2	5	3	12	2	13	4	9	10
New.ReferenceOTU33496	0	0	11	0	16	1	0	5	5	10	5	2	3	1	13	2	3	6	11	2
838940	5	0	8	4	11	6	2	8	1	7	6	0	2	1	0	11	0	9	4	10
New.ReferenceOTU36136	3	0	2	22	9	5	3	1	2	4	0	0	0	0	11	28	0	1	1	3
New.ReferenceOTU24297	19	2	13	4	25	1	3	2	2	0	0	0	0	0	16	1	1	1	2	3
New.ReferenceOTU19777	0	1	0	6	0	15	21	15	8	10	11	1	3	1	0	1	0	0	2	0
New.ReferenceOTU28555	0	0	0	2	0	7	11	15	7	8	6	25	3	1	1	9	0	0	0	0
New.ReferenceOTU39350	1	0	0	10	8	7	3	3	4	3	3	5	1	1	4	35	0	3	1	3
New.ReferenceOTU47823	0	0	4	1	1	3	0	0	0	1	1	1	0	2	9	38	12	16	3	3
256046	0	1	0	0	0	2	0	1	2	0	2	1	2	0	4	9	13	38	0	20
New.ReferenceOTU48479	10	0	11	0	42	2	0	0	0	1	0	0	0	0	3	19	0	1	1	4
564103	5	30	1	17	0	4	2	0	5	3	4	2	6	0	1	6	1	2	3	2
New.ReferenceOTU45379	0	0	0	10	0	12	19	13	6	12	10	1	0	2	3	5	0	0	1	0
New.ReferenceOTU49711	0	0	0	3	0	6	8	12	2	14	3	24	8	5	1	1	0	3	2	2
979941	1	1	6	1	8	1	0	0	0	0	0	2	0	0	0	0	0	2	14	58
New.ReferenceOTU53777	1	0	0	26	0	9	9	15	7	3	7	0	0	1	7	5	0	2	0	1
New.ReferenceOTU14295	0	0	1	16	7	7	13	5	10	4	3	0	1	2	8	5	2	3	5	1
New.ReferenceOTU40158	2	3	17	0	10	0	0	1	0	4	2	1	2	2	13	4	1	3	17	11
New.ReferenceOTU9869	0	0	0	5	0	11	18	13	9	26	5	6	0	0	0	0	0	0	0	0
New.ReferenceOTU2405	0	0	0	1	0	3	9	14	4	36	8	5	0	1	0	7	0	0	5	0
578551	0	1	3	48	9	5	5	7	4	3	1	2	3	1	0	1	0	0	0	0
304212	0	0	0	0	0	2	2	13	7	22	6	6	7	4	5	9	0	1	4	4
4395995	5	8	5	3	11	8	1	1	6	0	4	1	3	2	5	1	10	6	11	1
568025	0	0	0	19	0	1	0	2	1	25	3	6	4	0	0	0	1	0	15	15
582007	2	16	7	7	3	8	14	5	6	2	4	3	3	0	2	0	5	1	3	1
325694	0	0	0	15	0	11	4	5	9	26	10	2	3	0	0	0	1	0	6	0
New.ReferenceOTU11953	31	1	34	5	15	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0
New.ReferenceOTU38049	0	0	0	5	0	9	21	3	2	9	7	16	4	1	0	2	5	1	4	3
New.ReferenceOTU12329	0	0	0	10	0	13	17	20	2	22	6	0	0	0	0	1	0	1	0	0
1008869	1	0	0	10	6	1	1	0	0	1	0	0	0	0	0	6	1	1	4	60
3259009	6	1	6	10	6	4	6	3	5	7	6	13	5	0	0	3	0	1	6	3
4466137	7	6	1	10	0	3	5	2	9	4	7	11	7	3	1	8	0	4	1	2
1148345	0	0	0	0	0	0	0	1	18	0	0	0	2	7	3	1	5	8	34	12
340661	0	0	0	6	0	25	7	7	7	8	12	1	3	3	1	1	1	5	1	3
New.ReferenceOTU27670	0	5	4	5	0	3	2	1	4	1	15	1	8	8	8	1	11	3	5	5
New.ReferenceOTU27874	21	0	33	2	22	0	0	0	3	0	1	0	0	0	2	5	0	0	0	0
354306	0	0	0	8	0	6	6	10	10	13	25	3	0	2	1	2	0	0	2	1
New.ReferenceOTU5032	0	0	0	9	0	14	18	28	3	12	2	0	0	0	0	2	0	0	1	0
818177	0	0	0	0	0	0	0	1	1	0	0	5	1	54	4	3	2	16	2	0
New.ReferenceOTU33660	0	0	0	7	0	5	2	4	2	15	6	0	4	0	0	3	0	6	8	26
New.ReferenceOTU28695	20	0	11	0	29	1	0	0	1	0	1	1	0	1	12	4	0	1	4	2
New.ReferenceOTU18057	0	0	0	13	0	10	9	10	1	11	3	2	1	0	15	8	1	1	2	1
New.ReferenceOTU36966	0	0	0	11	0	16	11	9	10	3	2	12	10	1	1	0	0	1	1	0
New.ReferenceOTU37595	0	0	2	5	0	11	3	2	1	2	9	4	11	9	8	1	11	4	4	1
New.ReferenceOTU6835	0	0	0	3	2	14	13	8	5	6	9	1	7	10	1	0	0	6	3	0
4458998	0	0	0	1	0	1	2	4	2	16	10	0	11	10	0	8	0	2	2	18
New.ReferenceOTU36393	0	0	0	12	0	14	10	13	9	14	8	1	1	0	0	0	0	0	4	1
New.ReferenceOTU12944	0	0	1	13	0	14	4	6	4	5	6	2	4	7	1	4	4	5	4	3
774400	0	0	1	34	9	7	12	11	1	2	0	0	0	1	0	0	0	0	4	5
New.ReferenceOTU590	2	19	4	0	1	0	3	1	4	1	3	0	2	7	3	0	3	6	20	7
4309182	0	1	0	3	0	3	0	1	1	0	3	0	2	3	2	7	9	14	16	21
New.ReferenceOTU31306	0	5	0	0	0	0	0	0	4	0	1	1	3	16	3	3	8	22	8	12
New.ReferenceOTU9416	0	1	3	3	9	9	5	4	2	0	8	1	1	6	3	8	7	9	2	4
New.ReferenceOTU20394	0	0	0	4	0	6	6	6	9	6	8	20	12	0	2	5	0	0	1	0
New.ReferenceOTU20193	0	0	7	6	42	1	1	0	1	0	1	0	4	4	1	15	2	0	0	0
New.ReferenceOTU50645	0	0	0	7	0	13	4	5	3	1	6	14	7	3	1	3	3	10	0	5
New.ReferenceOTU26459	0	0	0	1	0	1	1	3	0	2	0	0	0	7	6	47	1	8	4	4
New.ReferenceOTU48502	2	8	9	0	4	0	1	2	8	3	8	0	0	3	7	1	2	6	10	10
1128321	2	2	1	6	4	6	6	0	15	0	6	2	15	3	3	1	1	7	2	2
4311953	20	14	9	1	9	2	1	1	2	1	2	1	4	3	7	1	0	2	2	2
New.ReferenceOTU38649	0	0	0	6	0	8	11	20	6	18	10	3	0	0	1	1	0	0	0	0
1768385	28	0	17	2	29	1	0	1	0	0	0	1	0	0	2	3	0	0	0	0
New.ReferenceOTU2340	0	0	0	0	0	2	6	5	3	5	1	51	2	2	0	5	0	1	1	0
4443003	0	0	2	1	4	1	5	1	1	1	3	2	2	2	18	20	0	0	17	3
4296691	0	0	1	19	2	9	3	3	3	1	4	1	0	0	19	9	0	1	3	5
209883	0	1	1	0	2	2	6	5	10	0	7	2	4	6	6	0	4	7	12	8
New.ReferenceOTU35764	0	0	0	7	0	11	11	9	2	3	5	17	8	2	2	0	1	3	2	0
659078	3	2	1	0	1	0	0	1	8	0	0	0	2	7	3	5	3	30	10	7
New.ReferenceOTU42903	0	0	1	12	1	8	8	8	2	10	15	1	0	5	2	4	0	1	2	3
New.ReferenceOTU21240	0	0	0	2	0	12	3	14	9	11	7	6	3	3	5	3	1	3	1	0
143343	0	0	0	0	0	0	0	0	1	7	6	0	1	1	5	5	1	4	45	7
620189	6	1	14	24	18	1	2	1	0	2	1	0	0	0	0	5	1	0	1	5
4413494	2	0	2	0	3	2	1	1	0	13	4	0	1	3	2	7	1	1	3	36
4453524	0	0	0	4	0	10	6	7	5	3	11	3	5	3	3	1	10	5	3	3
346142	0	0	1	4	0	1	4	9	3	15	6	28	1	2	0	6	0	1	0	1
New.ReferenceOTU11693	0	0	0	6	0	12	9	29	3	17	5	0	0	0	0	1	0	0	0	0
New.ReferenceOTU56302	0	1	0	2	0	2	3	2	3	1	8	6	4	5	4	0	23	8	9	1
New.ReferenceOTU50766	0	0	2	2	3	0	0	0	3	0	0	0	1	15	7	1	6	9	28	5
4329776	23	6	18	2	17	0	1	0	2	1	1	0	1	2	4	1	0	0	0	2
New.ReferenceOTU6382	2	3	11	3	5	5	3	0	1	0	1	0	2	5	5	4	11	11	8	1
1904497	28	1	10	1	13	1	2	3	0	3	0	0	0	2	4	9	0	1	1	2
New.ReferenceOTU5996	8	2	12	2	35	1	0	1	0	0	0	1	0	1	7	4	1	2	1	3
New.ReferenceOTU11771	0	0	1	0	1	6	4	3	3	3	14	1	1	7	2	1	25	7	1	1
New.ReferenceOTU11595	2	3	2	0	12	0	0	0	3	0	4	0	0	2	1	0	0	5	25	21
83643	43	2	7	0	13	0	1	0	0	0	0	3	0	2	1	3	3	2	0	0
New.ReferenceOTU18810	0	2	1	0	1	5	1	5	2	3	9	3	7	5	13	2	13	3	4	1
New.ReferenceOTU31541	0	0	0	2	0	0	7	16	4	21	4	5	1	1	0	6	0	1	7	5
592129	0	0	0	4	0	7	6	17	9	16	10	0	0	0	0	3	0	0	4	4
New.ReferenceOTU46889	0	0	0	1	0	7	10	18	4	10	4	14	4	3	0	1	0	4	0	0
New.ReferenceOTU14280	0	0	0	4	0	4	6	19	8	20	7	2	0	1	0	6	0	0	2	1
735693	0	0	0	1	0	1	3	6	0	11	1	0	0	0	12	22	0	0	16	7
141447	0	1	0	0	2	0	2	0	3	1	1	0	0	3	1	6	23	21	5	11
4389066	29	0	18	0	25	0	1	0	0	0	1	0	0	0	1	4	0	0	0	0
106334	13	6	3	2	1	2	2	0	27	1	0	1	8	4	1	3	0	1	2	2
4383166	2	16	1	4	2	4	7	3	10	3	4	2	1	0	3	0	6	0	5	5
1634026	6	0	2	6	1	2	4	1	10	0	3	6	7	4	0	0	3	2	2	19
New.ReferenceOTU32242	0	0	0	5	3	2	1	1	0	1	2	3	0	2	8	21	4	1	14	10
4473305	31	31	2	1	1	0	0	0	0	0	1	0	1	0	0	3	0	1	0	6
New.ReferenceOTU40564	12	0	13	5	21	1	1	0	1	0	1	0	0	0	12	3	0	1	5	2
166896	15	3	11	1	20	0	1	0	18	0	1	0	1	0	1	4	0	1	1	0
749918	0	0	0	2	0	0	1	1	2	0	0	3	0	0	0	1	0	1	0	67
New.ReferenceOTU54763	0	0	0	2	0	7	8	6	3	4	6	34	1	1	0	3	0	0	1	2
New.ReferenceOTU21199	0	0	0	3	0	9	13	19	6	15	9	2	0	1	0	1	0	0	0	0
New.ReferenceOTU35950	0	1	0	1	3	7	2	2	0	1	3	5	6	15	8	4	2	8	4	6
New.ReferenceOTU18559	0	0	0	34	0	6	2	5	3	4	0	0	0	0	12	11	0	0	0	0
142376	9	6	6	4	2	5	8	7	7	0	1	6	3	1	4	1	2	0	3	2
290186	4	0	13	3	2	0	2	0	6	0	0	0	12	3	8	21	0	2	0	1
646052	0	1	0	1	0	4	2	3	5	25	7	3	5	0	4	0	2	1	13	1
New.ReferenceOTU38026	0	0	0	0	0	2	7	5	12	6	10	0	0	0	1	0	1	3	29	1
559843	0	0	1	1	2	7	5	7	2	2	9	3	13	21	0	2	0	2	0	0
819702	0	0	0	5	0	2	0	1	2	1	5	0	1	4	4	2	5	6	6	33
New.ReferenceOTU31885	0	0	0	4	0	4	16	20	10	11	9	0	0	1	0	0	0	1	0	0
316014	13	0	17	1	37	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0
New.ReferenceOTU33015	0	0	0	2	0	11	7	9	7	5	11	9	5	1	5	2	1	0	1	0
New.ReferenceOTU4504	0	0	1	5	0	1	0	1	1	1	4	9	0	0	1	51	0	0	1	0
New.ReferenceOTU57171	0	0	0	4	0	5	15	9	5	12	9	8	3	3	0	0	0	0	3	0
New.ReferenceOTU43809	0	0	0	3	0	4	12	10	3	26	11	4	0	0	0	2	0	0	1	0
4392747	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	46	0	1	0	3
4345367	0	0	0	1	0	65	1	0	0	0	2	0	0	0	1	0	0	0	0	5
211171	4	8	3	5	1	6	0	4	4	1	3	4	4	0	7	0	6	5	5	5
105008	0	0	0	5	0	5	14	27	8	8	2	0	0	0	1	2	0	0	1	2
232319	1	0	2	10	1	7	3	4	6	5	10	0	1	3	6	1	5	3	4	3
New.ReferenceOTU36517	0	0	0	8	0	20	16	7	4	1	1	1	2	3	3	0	2	2	4	1
New.ReferenceOTU24847	0	0	0	3	0	3	4	8	2	10	8	24	3	2	0	6	0	1	1	0
New.ReferenceOTU8100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	31	9	0	3	0
New.ReferenceOTU44322	0	41	3	5	2	1	0	0	1	0	0	0	1	1	11	6	2	0	1	0
New.ReferenceOTU19879	0	0	0	1	0	5	0	4	1	0	4	12	20	0	1	7	4	15	0	1
4471434	0	0	0	0	0	0	2	11	5	6	3	9	0	0	1	3	0	1	31	3
4417850	0	0	0	0	0	0	1	3	0	6	1	0	0	0	2	60	0	1	0	1
158263	0	2	1	0	0	0	1	1	1	0	0	14	20	1	1	5	3	21	1	3
4356713	5	28	7	2	0	3	0	0	2	1	0	4	2	0	7	1	6	2	1	3
New.ReferenceOTU53548	0	0	5	1	2	0	5	1	6	1	9	1	1	0	7	1	16	8	7	3
New.ReferenceOTU54550	2	1	10	6	5	1	2	2	5	2	8	2	1	1	8	0	3	3	9	3
New.ReferenceOTU27144	0	0	0	5	0	5	10	10	3	24	9	4	3	0	0	1	0	0	0	0
New.ReferenceOTU4772	27	0	8	1	20	1	0	0	1	0	0	0	0	0	14	1	0	0	1	0
4396611	0	4	0	9	2	2	2	3	0	2	1	11	2	4	3	8	2	1	5	12
New.ReferenceOTU2367	0	0	7	4	2	1	3	3	0	3	6	3	3	1	10	5	14	5	3	0
New.ReferenceOTU22113	0	0	0	2	0	3	3	9	3	4	2	28	18	0	0	0	1	0	0	0
197060	22	0	16	0	23	1	0	0	0	0	2	0	0	0	3	5	0	0	0	1
New.ReferenceOTU48361	0	0	0	5	0	16	11	12	0	15	4	3	2	1	2	1	0	1	0	0
New.ReferenceOTU25626	0	0	0	3	0	3	15	13	3	29	5	0	0	0	0	1	0	0	0	1
4154872	4	2	0	1	0	3	0	0	1	1	0	0	5	2	8	18	0	7	1	19
4396454	6	22	1	3	1	6	8	2	2	0	1	6	2	0	2	0	3	4	2	1
343239	0	2	1	3	1	11	5	1	3	0	6	5	8	2	4	1	11	3	2	3
143021	0	45	12	2	1	0	0	0	0	1	0	3	4	2	0	1	0	0	0	1
593422	13	1	8	4	12	0	1	1	3	0	2	1	1	2	7	4	1	4	3	3
New.ReferenceOTU49332	0	0	0	24	0	4	4	2	3	1	0	2	1	2	2	2	0	0	23	1
New.ReferenceOTU49860	0	0	0	5	0	6	22	10	3	17	0	3	0	2	0	1	0	0	2	0
2234409	0	0	3	1	0	2	0	2	0	2	3	1	2	1	0	18	0	8	6	22
141461	3	17	11	2	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU50607	0	0	0	19	0	10	9	15	5	7	6	0	0	0	0	0	0	0	0	0
New.ReferenceOTU42693	0	0	0	2	0	9	9	6	3	11	8	14	0	1	1	4	0	1	1	1
New.ReferenceOTU37601	0	0	0	8	0	9	9	6	3	20	6	2	0	0	0	5	0	1	2	0
New.ReferenceOTU20133	0	2	0	0	2	7	4	2	3	1	0	6	3	9	6	8	4	8	0	6
New.ReferenceOTU41307	0	0	0	3	0	0	4	1	1	0	0	0	0	0	19	34	5	2	2	0
New.ReferenceOTU7947	0	1	1	0	4	0	0	0	2	0	2	0	1	9	1	4	8	7	27	4
New.ReferenceOTU20022	0	0	0	0	0	6	5	3	0	3	3	4	17	19	0	2	1	6	2	0
1110274	1	4	3	7	2	2	2	3	3	1	6	4	10	5	3	1	4	7	1	1
New.ReferenceOTU43119	1	11	6	7	8	6	2	1	4	0	2	4	3	0	4	2	1	0	6	2
New.ReferenceOTU54188	0	0	0	0	0	6	16	20	4	4	2	3	0	1	0	0	0	0	14	0
4203053	0	0	0	14	0	3	5	4	1	4	2	11	5	5	0	0	0	3	13	0
New.ReferenceOTU24146	2	0	2	16	5	7	3	3	0	3	1	0	0	0	16	6	0	0	4	2
4452632	17	0	16	2	24	1	0	1	0	0	0	0	1	0	3	3	0	0	0	2
New.ReferenceOTU34204	0	0	0	18	0	10	11	11	5	13	1	1	0	0	0	0	0	0	0	0
New.ReferenceOTU19993	10	3	4	0	36	1	0	0	0	0	0	0	0	0	11	2	0	0	1	2
New.ReferenceOTU37975	18	0	9	0	35	2	0	0	0	1	0	0	1	0	0	2	0	1	0	1
4427090	8	5	1	0	5	1	1	0	38	0	1	1	9	0	0	0	0	0	0	0
New.ReferenceOTU19475	22	0	15	0	31	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
250579	13	15	2	0	1	0	1	1	1	0	0	2	1	0	0	0	1	0	10	22
New.ReferenceOTU54720	0	0	0	8	0	15	7	8	13	7	11	0	1	0	0	0	0	0	0	0
539293	0	2	0	0	0	0	0	0	4	0	1	0	0	0	27	10	0	8	3	14
191698	0	0	2	1	3	1	2	3	0	6	3	0	0	1	2	10	0	0	5	30
New.ReferenceOTU27435	1	0	1	2	5	4	2	1	1	0	4	1	4	10	1	5	2	9	10	6
New.ReferenceOTU58492	0	0	1	3	1	6	0	1	1	2	4	1	5	7	5	2	8	5	10	7
New.ReferenceOTU27237	4	3	2	2	8	2	5	2	0	0	1	6	2	0	21	3	3	2	3	0
New.ReferenceOTU53064	0	0	0	0	0	6	17	22	5	4	6	4	2	0	0	0	0	0	3	0
New.ReferenceOTU52343	0	0	2	6	2	5	0	5	2	1	0	0	1	4	1	26	0	3	2	9
New.ReferenceOTU29666	0	0	0	10	0	2	1	4	4	6	18	4	1	5	7	2	0	0	4	1
New.ReferenceOTU57943	1	0	21	1	28	0	0	0	0	0	0	0	1	0	0	14	0	0	0	3
New.ReferenceOTU47650	0	0	0	7	0	7	16	16	5	12	6	0	0	0	0	0	0	0	0	0
3230745	5	1	13	12	2	1	2	1	5	2	1	3	1	1	8	3	1	2	1	3
New.ReferenceOTU18114	0	0	0	0	0	5	15	15	8	1	4	3	2	0	0	0	2	0	12	1
New.ReferenceOTU37339	0	0	0	2	0	7	5	10	0	14	3	0	0	0	0	9	1	3	6	8
New.ReferenceOTU9016	0	0	0	3	0	8	4	11	3	6	5	3	6	12	0	0	5	1	1	0
New.ReferenceOTU41772	0	0	0	1	0	2	3	5	3	2	9	6	8	11	2	0	5	6	5	0
New.ReferenceOTU8467	0	0	0	0	0	3	12	22	5	7	7	3	1	0	0	0	0	0	7	1
856343	8	0	7	5	3	1	1	0	4	0	6	0	0	1	17	3	0	0	3	9
541327	0	0	0	5	0	3	8	16	7	10	5	1	0	0	0	4	0	0	1	7
306546	0	2	1	12	0	10	10	1	2	4	4	0	2	0	3	6	4	0	1	5
4329804	0	14	1	2	2	2	0	2	3	1	5	10	4	2	7	0	3	1	6	2
New.ReferenceOTU19825	0	1	0	6	0	4	3	1	0	0	3	3	15	8	0	5	6	8	4	0
New.ReferenceOTU18040	0	2	6	0	3	2	1	0	5	3	8	4	2	2	11	2	0	4	5	7
New.ReferenceOTU51428	0	0	0	1	1	0	0	0	8	0	1	0	0	9	5	0	5	8	17	12
513803	26	1	14	2	14	0	1	0	1	0	0	0	0	3	0	2	1	2	0	0
New.ReferenceOTU48605	9	0	25	0	19	0	0	0	1	0	1	0	0	0	5	3	0	0	0	4
20395	0	0	0	1	0	3	2	5	4	27	14	0	0	0	0	0	0	0	10	1
New.ReferenceOTU8042	0	0	0	1	0	4	18	17	4	16	1	2	0	0	0	2	1	0	1	0
New.ReferenceOTU11256	0	0	0	1	0	1	0	0	0	11	5	17	2	6	0	2	0	1	20	0
New.ReferenceOTU10146	0	0	8	4	12	6	1	1	3	0	2	1	7	4	5	6	5	0	0	1
New.ReferenceOTU54551	0	0	0	3	0	5	5	10	0	6	2	26	1	1	0	7	0	0	0	0
New.ReferenceOTU45945	0	0	0	4	0	7	17	18	4	8	6	1	0	0	0	1	0	0	0	0
349311	0	0	0	9	0	11	7	3	4	11	7	0	0	1	5	6	0	0	1	0
314077	0	0	0	4	0	4	14	9	15	4	1	2	1	2	6	2	0	1	0	0
New.ReferenceOTU1714	0	0	0	3	0	3	5	6	2	11	5	6	3	1	1	3	1	4	7	4
305567	0	6	1	0	1	4	5	2	3	0	2	1	1	5	2	3	7	8	4	10
New.ReferenceOTU40993	0	0	0	2	0	7	13	16	4	18	3	2	0	0	0	0	0	0	0	0
New.ReferenceOTU51339	19	5	17	1	3	1	3	0	0	0	0	1	1	0	12	0	1	0	1	0
New.ReferenceOTU29425	0	0	0	1	1	8	5	4	1	11	9	9	3	1	2	2	2	0	3	3
New.ReferenceOTU52708	0	0	0	3	1	3	4	6	0	6	11	2	1	13	0	10	0	1	1	3
New.ReferenceOTU50248	0	0	1	0	0	5	0	4	4	2	5	14	13	2	1	3	0	7	2	2
New.ReferenceOTU44989	0	0	0	0	0	4	0	2	2	3	4	31	7	6	1	3	0	0	1	1
307760	0	0	0	5	0	8	3	15	6	13	3	0	0	0	1	9	0	0	0	1
160084	0	0	0	0	0	1	0	0	1	0	3	1	2	13	23	7	3	6	4	0
New.ReferenceOTU31170	0	0	1	1	0	5	6	2	1	1	2	0	0	0	2	7	7	4	18	7
New.ReferenceOTU39456	0	0	1	3	3	3	2	1	1	4	2	22	15	4	0	0	0	2	0	1
New.ReferenceOTU40776	0	0	0	6	0	5	1	16	3	8	2	18	2	0	0	0	0	0	0	3
New.ReferenceOTU20614	0	0	0	5	0	8	10	17	3	8	11	0	0	0	0	0	0	1	0	1
New.ReferenceOTU34316	2	2	6	0	1	3	1	1	1	3	4	5	4	2	14	1	4	3	6	1
84602	0	0	0	0	0	2	3	1	8	2	7	0	2	6	1	7	9	6	5	5
100791	1	4	0	6	0	12	4	1	4	2	8	7	5	2	4	0	2	0	1	0
4407152	1	2	1	1	0	2	5	14	4	4	5	0	0	0	16	6	0	1	0	1
144554	0	1	0	7	0	25	7	6	7	0	2	1	1	1	0	0	3	0	2	0
2770963	0	4	1	20	0	4	0	0	11	2	2	4	6	4	0	0	1	0	2	2
332718	11	3	17	5	12	0	1	0	6	0	2	0	2	1	1	0	0	1	0	1
New.ReferenceOTU39364	3	1	5	4	8	1	3	0	4	0	2	4	1	1	10	4	0	7	4	1
New.ReferenceOTU33799	0	0	0	1	0	2	3	5	3	1	2	30	4	3	1	6	0	0	0	2
New.ReferenceOTU33507	0	0	0	1	0	4	2	0	4	0	0	35	13	0	1	0	2	1	0	0
New.ReferenceOTU48496	23	0	15	1	17	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0
